
   191084 1041 1056 2 2 1  59
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
   10    635.20    430.10     59.50    -34.15     12.42          
   11    638.50    432.70     51.76     -7.74      4.20          
   12    641.60    432.80     88.14     36.38      3.10          
   13    643.60    432.30    104.04     15.90      2.06          
   14    646.10    431.30    111.81      7.76      2.69          
   15    650.10    429.70    111.81      0.00      4.31          
   16    655.60    427.80    109.07     -2.74      5.82          
   17    659.80    428.60     79.21    -29.86      4.28          
   18    665.70    426.60    108.73     29.53      6.23          
   19    672.00    424.10    111.65      2.92      6.78          
   20    683.40    415.50    127.04     15.38     14.28          
   21    685.40    412.50    146.31     19.28      3.61          
   22    691.50    408.10    125.81    -20.50      7.52          
   23    697.80    395.00    154.32     28.51     14.54          
   24    701.60    382.70    162.83      8.51     12.87          
   25    704.50    372.30    164.42      1.59     10.80          
   26    709.20    365.50    145.35    -19.07      8.27          
   27    705.90    358.20    204.32     58.97      8.01          
   28    715.90    352.50    119.69    -84.63     11.51          
   29    722.90    352.10     93.28    -26.41      7.01          
   30    731.30    347.30    119.75     26.47      9.67          
   31    735.00    346.40    103.68    -16.07      3.81          
   32    741.10    344.40    108.16      4.48      6.42          
   33    745.80    336.50    149.25     41.09      9.19          
   34    751.50    332.20    127.04    -22.22      7.14          
   35    756.90    329.60    115.72    -11.32      5.99          
   36    759.30    328.60    112.63     -3.09      2.60          
   37    766.90    327.30     99.72    -12.91      7.71          
   38    770.50    325.30    119.06     19.35      4.12          
   39    777.30    321.30    120.47      1.41      7.89          
   40    787.30    314.50    124.22      3.75     12.09          
   41    800.60    307.70    117.09     -7.14     14.94          
   42    812.00    302.60    114.11     -2.98     12.49          
   43    821.70    298.00    115.38      1.27     10.74          
   44    829.80    298.30     87.87    -27.51      8.11          
   45    831.60    298.70     77.46    -10.41      1.84          
   46    839.70    305.50     49.98    -27.48     10.58          
   47    849.10    307.40     78.56     28.58      9.59          
   48    859.70    309.50     78.79      0.22     10.81          
   49    866.40    311.60     72.59     -6.20      7.02          
   50    869.80    311.70     88.31     15.72      3.40          
   51    872.90    313.10     65.69    -22.62      3.40          
   52    874.50    315.40     34.82    -30.87      2.80          
   53    876.80    315.60     85.02     50.20      2.31          
   54    879.50    314.60    110.33     25.31      2.88          
   55    881.70    314.60     89.99    -20.34      2.20          

   201084 1010 1100 1 1 1 200
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    672.10    369.00      0.00      0.00      0.00          
    2    681.10    358.50    139.40      0.00     13.83          
    3    681.10    340.50    180.00     40.60     18.00          
    4    685.70    326.90    161.31    -18.69     14.36          
    5    684.90    308.80    182.53     21.22     18.12          
    6    687.80    295.10    168.05    -14.48     14.00          
    7    704.00    290.10    107.16    -60.89     16.95          
    8    721.30    278.00    124.98     17.82     21.11          
    9    735.40    271.90    113.40    -11.57     15.36          
   10    736.80    269.00    154.23     40.83      3.22          
   11    729.90    258.50    213.31     59.07     12.56          
   12    714.50    251.30    244.93     31.63     17.00          
   13    696.50    251.00    269.03     24.10     18.00          
   14    680.90    254.80    283.70     14.66     16.06          
   15    672.30    264.70    319.02     35.33     13.11          
   16    654.30    262.90    264.28    -54.74     18.09          
   17    637.50    270.20    293.49     29.21     18.32          
   18    623.00    284.50    314.61     21.11     20.37          
   19    607.40    286.90    278.76    -35.85     15.78          
   20    597.70    273.90    216.72    -62.03     16.22          
   21    580.40    263.00    237.78     21.06     20.45          
   22    566.80    274.30    309.73     71.95     17.68          
   23    567.40    290.10      2.17     52.45     15.81          
   24    571.00    306.80     12.16      9.99     17.08          
   25    575.30    317.00     22.86     10.69     11.07     A    
   26    562.20    327.00    307.36    -75.49     16.48     A    
   27    519.20    328.70    272.27    -35.09     43.03     TFO  
   28    496.50    330.30    274.04      1.77     22.76     TFO  
   29    486.40    325.00    242.30    -31.74     11.41          
   30    474.70    330.00    293.15     50.84     12.72          
   31    467.80    338.30    320.27     27.12     10.79          
   32    455.00    331.20    240.98    -79.29     14.64          
   33    443.20    337.90    299.59     58.62     13.57          
   34    443.70    353.80      1.80     62.21     15.91          
   35    450.40    365.30     30.22     28.42     13.31          
   36    447.50    383.20    350.80    -39.42     18.13          
   37    429.50    392.80    298.08    -52.72     20.40          
   38    423.10    409.20    338.68     40.60     17.60          
   39    434.20    415.50     60.42     81.73     12.76          
   40    449.00    414.90     92.33     31.92     14.81          
   41    465.80    413.90     93.42      1.08     16.83          
   42    481.60    412.30     95.79      2.38     15.88          
   43    496.40    408.00    106.21     10.42     15.41          
   44    505.60    403.20    117.56     11.35     10.38          
   45    514.10    393.30    139.36     21.80     13.05          
   46    521.10    382.20    147.77      8.41     13.12          
   47    526.80    369.00    156.65      8.88     14.38          
   48    529.90    356.90    165.63      8.98     12.49          
   49    530.60    340.20    177.60     11.97     16.71          
   50    536.20    323.60    161.36    -16.24     17.52          
   51    540.00    309.70    164.71      3.35     14.41          
   52    549.00    298.20    141.96    -22.75     14.60          
   53    563.20    292.90    110.48    -31.48     15.16          
   54    573.30    276.90    147.74     37.27     18.92          
   55    594.20    277.80     87.52    -60.22     20.92          
   56    610.60    273.50    104.70     17.18     16.95          
   57    605.30    258.70    199.70     95.00     15.72          
   58    592.60    241.90    217.08     17.38     21.06     A+   
   59    601.20    219.50    159.00    -58.08     23.99          
   60    618.20    213.90    108.24    -50.76     17.90          
   61    629.20    203.20    134.21     25.97     15.35          
   62    635.90    202.90     92.57    -41.64      6.71          
   63    650.30    204.50     83.65     -8.92     14.49          
   64    644.50    190.50    202.50    118.85     15.15          
   65    626.70    183.50    248.52     46.02     19.13          
   66    614.10    193.30    307.88     59.36     15.96          
   67    599.20    207.00    312.60      4.72     20.24          
   68    589.50    229.30    336.49     23.89     24.32          
   69    592.00    244.60      9.28     32.78     15.50          
   70    608.00    236.60    116.57    107.29     17.89          
   71    624.40    221.20    133.20     16.63     22.50          
   72    637.40    205.30    140.73      7.53     20.54          
   73    643.90    193.60    150.95     10.21     13.38          
   74    640.30    175.50    191.25     40.30     18.45          
   75    630.10    159.20    212.03     20.79     19.23          
   76    613.30    144.00    227.86     15.82     22.66          
   77    598.30    150.40    293.11     65.26     16.31          
   78    586.90    168.20    327.37     34.25     21.14          
   79    575.20    181.90    319.51     -7.86     18.02          
   80    562.10    192.80    309.77     -9.74     17.04          
   81    554.90    209.10    336.17     26.40     17.82          
   82    552.50    222.20    349.62     13.45     13.32          
   83    549.30    237.40    348.11     -1.51     15.53          
   84    554.90    250.60     22.99     34.87     14.34          
   85    564.80    269.00     28.28      5.29     20.89          
   86    583.40    281.80     55.46     27.18     22.58          
   87    602.10    283.60     84.49     29.03     18.79          
   88    617.80    284.20     87.80      3.31     15.71          
   89    629.50    287.50     74.24    -13.56     12.16          
   90    638.90    290.90     70.11     -4.13     10.00          
   91    641.40    304.90     10.12    -59.98     14.22          
   92    641.90    310.90      4.76     -5.36      6.02          
   93    634.50    325.30    332.80    -31.96     16.19          
   94    634.40    335.50    359.44     26.63     10.20          
   95    622.40    346.30    311.99    -47.45     16.14          
   96    613.90    349.80    292.39    -19.60      9.19          
   97    624.50    360.40     44.99    112.61     14.99          
   98    645.90    380.30     47.07      2.08     29.22          
   99    668.80    383.20     82.77     35.70     23.08          
  100    680.20    373.00    131.83     49.05     15.30          
  101    683.40    356.30    169.15     37.33     17.00          
  102    683.30    340.50    180.36     11.21     15.80          
  103    690.00    327.20    153.27    -27.10     14.89          
  104    696.40    310.00    159.59      6.33     18.35          
  105    704.30    297.40    147.92    -11.68     14.87          
  106    719.80    282.70    133.49    -14.43     21.36          
  107    734.50    276.30    113.53    -19.95     16.03          
  108    740.00    267.40    148.29     34.75     10.46          
  109    737.90    251.30    187.43     39.14     16.24          
  110    747.80    241.70    134.12    -53.31     13.79          
  111    753.40    234.50    142.13      8.01      9.12          
  112    764.90    234.80     88.50    -53.63     11.50          
  113    776.20    245.80     45.77    -42.73     15.77          
  114    788.30    258.50     43.61     -2.16     17.54          
  115    809.70    267.60     66.96     23.35     23.25          
  116    832.30    257.50    114.09     47.13     24.75          
  117    836.00    243.10    165.59     51.50     14.87          
  118    824.70    226.60    214.40     48.81     20.00          
  119    822.90    207.30    185.33    -29.07     19.38          
  120    813.70    188.70    206.32     20.99     20.75          
  121    815.60    181.00    166.14    -40.17      7.93          
  122    819.10    178.40    126.61    -39.53      4.36     A    
  123    826.10    165.40    151.70     25.09     14.76          
  124    842.60    160.20    107.50    -44.20     17.30          
  125    858.60    149.90    122.78     15.28     19.03          
  126    854.40    133.50    194.36     71.58     16.93          
  127    833.00    137.10    279.56     85.20     21.70          
  128    823.10    149.60    321.63     42.07     15.95     A    
  129    813.00    165.10    326.92      5.29     18.50          
  130    815.50    179.60      9.78     42.87     14.71          
  131    821.60    193.20     24.15     14.37     14.91          
  132    837.20    190.50     99.83     75.67     15.83          
  133    857.80    190.10     91.12     -8.71     20.60          
  134    876.30    186.90     99.82      8.70     18.77          
  135    884.40    175.80    143.88     44.06     13.74          
  136    890.80    173.00    113.64    -30.25      6.99          
  137    899.30    179.10     54.33    -59.31     10.46          
  138    898.10    189.80    353.60    -60.73     10.77     A    
  139    901.40    197.60     22.93     29.33      8.47          
  140    922.90    202.50     77.15     54.22     22.05          
  141    933.50    187.40    144.94     67.78     18.45          
  142    926.20    171.60    204.80     59.86     17.40          
  143    915.00    156.40    216.38     11.58     18.88          
  144    904.10    137.80    210.37     -6.01     21.56          
  145    887.00    129.90    245.20     34.83     18.84          
  146    862.00    132.60    276.17     30.98     25.15          
  147    845.50    139.60    293.00     16.82     17.92          
  148    829.70    152.10    308.35     15.36     20.15          
  149    821.50    160.60    316.03      7.68     11.81          
  150    810.60    171.90    316.04      0.00     15.70          
  151    800.40    187.00    325.97      9.93     18.22          
  152    793.40    198.50    328.67      2.71     13.46          
  153    790.80    213.10    349.90     21.23     14.83          
  154    794.70    228.20     14.48     24.58     15.60          
  155    799.60    242.60     18.79      4.31     15.21          
  156    801.70    259.50      7.08    -11.71     17.03          
  157    799.50    275.70    352.27    -14.82     16.35          
  158    807.60    284.70     41.98     49.72     12.11          
  159    827.40    275.30    115.40     73.42     21.92     A?   
  160    848.60    271.10    101.21    -14.19     21.61          
  161    874.10    262.30    109.05      7.83     26.98          
  162    892.60    256.20    108.26     -0.79     19.48          
  163    903.30    245.00    136.31     28.06     15.49          
  164    906.50    238.70    153.08     16.76      7.07          
  165    911.30    223.50    162.48      9.40     15.94          
  166    910.10    205.60    183.83     21.36     17.94          
  167    920.70    196.10    131.87    -51.96     14.23          
  168    939.10    201.00     75.08    -56.79     19.04          
  169    957.20    195.20    107.78     32.70     19.01          
  170    956.80    179.80    181.49     73.71     15.41          
  171    953.90    165.50    191.46      9.97     14.59          
  172    950.90    144.70    188.21     -3.26     21.02          
  173    950.60    133.90    181.59     -6.62     10.80          
  174    949.50    122.80    185.66      4.07     11.15          
  175    958.60    117.30    121.16    -64.50     10.63          
  176    970.20    108.10    128.42      7.27     14.81          
  177    963.30     90.80    201.74     73.32     18.63     A?   
  178    956.70     75.50    203.33      1.59     16.66          
  179    941.10     71.50    255.61     52.28     16.10          
  180    926.20     73.60    278.03     22.42     15.05          
  181    910.60     82.00    298.31     20.28     17.72          
  182    900.50     88.80    303.96      5.65     12.18          
  183    901.00    100.40      2.47     58.51     11.61          
  184    898.40    117.60    351.41    -11.06     17.40          
  185    890.10    128.80    323.46    -27.94     13.94          
  186    874.50    134.70    290.72    -32.74     16.68          
  187    851.00    131.90    263.20    -27.53     23.67          
  188    835.20    129.60    261.71     -1.49     15.97          
  189    824.40    128.30    263.13      1.42     10.88          
  190    818.90    133.20    311.70     48.58      7.37          
  191    814.40    139.70    325.31     13.61      7.91          
  192    813.90    154.60    358.08     32.77     14.91          
  193    809.70    169.20    343.95    -14.13     15.19          
  194    797.20    180.90    313.11    -30.84     17.12          
  195    781.80    180.80    269.62    -43.49     15.40          
  196    767.40    180.00    266.81     -2.81     14.42          
  197    754.20    184.20    287.66     20.85     13.85          
  198    733.10    191.00    287.87      0.21     22.17          
  199    723.00    196.80    299.87     12.00     11.65          
  200    705.70    197.50    272.33    -27.55     17.31          

   221084 1123 1135 1 1 1  47
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    753.60    340.40      0.00      0.00      0.00          
    2    776.20    334.10    105.58      0.00     23.46          
    3    786.10    323.90    135.86     30.28     14.21     A?   
    4    807.80    315.50    111.17    -24.69     23.27          
    5    820.90    302.70    134.34     23.17     18.32          
    6    819.20    292.30    189.28     54.94     10.54          
    7    800.40    284.50    247.46     58.18     20.35          
    8    784.30    279.20    251.77      4.31     16.95          
    9    774.40    257.90    204.93    -46.84     23.49          
   10    763.50    246.10    222.72     17.80     16.06          
   11    753.20    235.20    223.37      0.65     15.00     A?   
   12    751.60    235.50    280.63     57.25      1.63          
   13    742.00    237.00    278.89     -1.74      9.72          
   14    730.20    236.80    269.02     -9.87     11.80          
   15    715.50    232.20    252.62    -16.40     15.40          
   16    701.10    238.70    294.30     41.69     15.80          
   17    690.60    236.10    256.08    -38.22     10.82     A?   
   18    681.00    235.00    263.45      7.37      9.66          
   19    673.80    216.50    201.26    -62.19     19.85          
   20    662.90    198.80    211.62     10.36     20.79          
   21    666.50    187.30    162.62    -49.00     12.05     PC   
   22    668.50    184.00    148.79    -13.83      3.86     PIT  
   23    668.70    183.90   -999.00   -999.00      0.22          
   24    668.70    184.00   -999.00   -999.00      0.10          
   25    668.70    184.00   -999.00   -999.00      0.00          
   26    671.30    182.40    121.61     31.62      3.05          
   27    674.80    178.00    141.50     19.89      5.62          
   28    671.90    172.60    208.23     66.73      6.13          
   29    663.50    165.50    229.79     21.55     11.00          
   30    645.20    165.00    268.42     38.64     18.31          
   31    628.10    168.10    280.28     11.86     17.38          
   32    607.40    170.70    277.17     -3.12     20.86          
   33    586.60    177.70    288.61     11.44     21.95          
   34    574.60    184.30    298.82     10.21     13.70          
   35    557.60    187.80    281.64    -17.18     17.36          
   36    540.70    183.20    254.77    -26.88     17.51          
   37    519.20    184.00    272.14     17.38     21.51          
   38    504.10    191.90    297.62     25.48     17.04          
   39    498.60    211.20    344.10     46.47     20.07          
   40    497.10    215.70    341.57     -2.53      4.74          
   41    496.40    225.50    355.91     14.35      9.82          
   42    490.90    227.60    290.91    -65.01      5.89          
   43    478.10    223.80    253.46    -37.45     13.35          
   44    465.80    216.30    238.62    -14.84     14.41          
   45    454.80    207.50    231.33     -7.29     14.09          
   46    437.50    199.20    244.36     13.03     19.19          
   47    424.70    195.00    251.83      7.46     13.47          

   221084 1145 1155 1 1 1  39
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    814.40    306.40      0.00      0.00      0.00          
    2    826.30    296.20    130.61      0.00     15.67          
    3    837.70    279.30    146.00     15.40     20.39          
    4    844.00    269.30    147.79      1.79     11.82          
    5    842.20    258.80    189.73     41.93     10.65          
    6    840.70    243.90    185.75     -3.98     14.98          
    7    843.30    229.90    169.48    -16.27     14.24          
    8    838.20    212.70    196.51     27.03     17.94          
    9    830.20    203.90    222.27     25.76     11.89          
   10    818.90    201.00    255.60     33.33     11.67          
   11    806.50    201.10    270.47     14.87     12.40     A+   
   12    804.70    201.90    293.97     23.50      1.97          
   13    795.10    207.00    297.99      4.02     10.87          
   14    774.30    207.70    271.94    -26.05     20.81          
   15    757.60    202.50    252.70    -19.24     17.49          
   16    735.80    206.10    279.39     26.69     22.10          
   17    720.50    206.10    270.01     -9.38     15.30     A?   
   18    699.90    210.70    282.60     12.59     21.11          
   19    680.20    205.30    254.66    -27.93     20.43          
   20    660.20    207.20    275.44     20.77     20.09          
   21    646.10    204.20    257.98    -17.46     14.42          
   22    632.40    196.70    241.29    -16.68     15.62          
   23    620.90    212.10    323.25     81.96     19.22          
   24    604.70    218.80    292.48    -30.78     17.53          
   25    592.80    224.40    295.21      2.73     13.15          
   26    584.60    230.40    306.20     10.99     10.16          
   27    575.30    231.00    273.70    -32.50      9.32          
   28    558.50    228.60    261.86    -11.84     16.97          
   29    542.20    235.90    294.13     32.27     17.86          
   30    532.60    241.70    301.15      7.01     11.22          
   31    525.70    241.60    269.16    -31.99      6.90          
   32    515.10    241.60    270.01      0.85     10.60          
   33    503.30    240.50    264.66     -5.35     11.85          
   34    491.00    237.00    254.11    -10.56     12.79          
   35    482.50    224.10    213.38    -40.73     15.45          
   36    481.30    205.50    183.69    -29.69     18.64          
   37    464.40    207.80    277.76     94.07     17.06          
   38    455.10    217.30    315.61     37.86     13.29          
   39    442.40    217.50    270.91    -44.70     12.70          

   221084 1059 1110 1 1 1  44
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    799.90    355.00      0.00      0.00      0.00          
    2    788.90    354.20    265.83      0.00     11.03          
    3    779.10    352.50    260.15     -5.68      9.95          
    4    765.90    353.00    272.18     12.03     13.21          
    5    756.80    353.10    270.64     -1.54      9.10          
    6    746.30    356.00    285.45     14.81     10.89          
    7    733.70    360.70    290.46      5.02     13.45          
    8    724.50    363.80    288.63     -1.83      9.71          
    9    714.10    368.20    292.94      4.31     11.29          
   10    698.90    372.30    285.10     -7.84     15.74          
   11    690.70    375.20    289.48      4.38      8.70          
   12    680.20    379.50    292.28      2.79     11.35          
   13    674.20    383.00    300.26      7.99      6.95          
   14    671.00    386.10    314.10     13.83      4.46          
   15    660.00    392.50    300.20    -13.90     12.73          
   16    654.60    395.70    300.66      0.46      6.28          
   17    646.80    398.40    289.10    -11.56      8.25          
   18    639.10    400.40    284.57     -4.53      7.96          
   19    627.20    405.00    291.14      6.57     12.76          
   20    622.30    405.20    272.35    -18.79      4.90          
   21    620.40    405.60    281.90      9.55      1.94          
   22    614.90    413.10    323.75     41.85      9.30          
   23    605.70    418.60    300.88    -22.87     10.72          
   24    596.40    421.70    288.44    -12.44      9.80          
   25    587.40    424.20    285.53     -2.91      9.34          
   26    585.30    427.50    327.53     42.00      3.91          
   27    575.40    431.30    291.01    -36.53     10.60          
   28    572.10    432.00    281.99     -9.02      3.37          
   29    568.40    429.20    232.88    -49.11      4.64          
   30    561.80    419.90    215.36    -17.52     11.40          
   31    559.30    415.90    212.00     -3.36      4.72          
   32    553.00    409.70    225.45     13.45      8.84          
   33    541.90    410.00    271.56     46.11     11.10          
   34    532.60    413.40    290.09     18.53      9.90          
   35    523.40    416.50    288.63     -1.46      9.71          
   36    510.00    420.00    284.65     -3.98     13.85          
   37    500.40    425.30    298.91     14.26     10.97          
   38    487.40    426.70    276.16    -22.75     13.08          
   39    477.40    426.80    270.58     -5.57     10.00     A    
   40    475.70    426.40    256.75    -13.83      1.75          
   41    473.40    426.40    270.01     13.26      2.30          
   42    472.00    426.20    261.86     -8.15      1.41          
   43    470.40    426.10    266.41      4.55      1.60          
   44    464.00    421.30    233.12    -33.29      8.00          

   221084 1206 1214 1 1 1  34
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    755.80    272.00      0.00      0.00      0.00          
    2    750.60    277.90    318.61      0.00      7.86          
    3    751.30    287.30      4.26     45.65      9.43          
    4    751.30    301.90      0.00     -4.26     14.60          
    5    749.00    320.70    353.03     -6.97     18.94          
    6    749.30    330.70      1.72      8.69     10.00          
    7    759.50    340.00     47.64     45.92     13.80          
    8    772.50    343.70     74.10     26.47     13.52          
    9    781.60    333.70    137.70     63.60     13.52          
   10    797.00    328.00    110.32    -27.38     16.42          
   11    811.50    336.20     60.50    -49.81     16.66          
   12    825.50    348.70     48.23    -12.27     18.77          
   13    846.70    348.70     89.99     41.76     21.20          
   14    868.80    341.10    108.99     19.00     23.37          
   15    876.60    350.00     41.23    -67.76     11.83          
   16    892.40    357.10     65.79     24.57     17.32          
   17    909.90    362.80     71.95      6.16     18.40          
   18    924.80    363.10     88.84     16.89     14.90          
   19    939.10    373.40     54.23    -34.61     17.62          
   20    949.60    380.60     55.55      1.33     12.73          
   21    962.10    380.50     90.47     34.91     12.50          
   22    972.90    372.90    125.14     34.67     13.21          
   23    981.70    362.80    138.94     13.80     13.40          
   24    981.90    363.00   -999.00   -999.00      0.28     S    
   25    987.90    357.70    131.46     86.47      8.01          
   26   1004.00    360.40     80.47    -50.99     16.32          
   27   1014.40    359.80     93.31     12.84     10.42          
   28   1025.20    354.20    117.41     24.10     12.17          
   29   1034.50    349.30    117.79      0.38     10.51          
   30   1042.30    350.30     82.68    -35.11      7.86          
   31   1051.70    356.30     57.44    -25.24     11.15          
   32   1055.20    359.70     45.83    -11.62      4.88          
   33   1057.50    361.80     47.60      1.77      3.11          
   34   1063.10    364.10     67.66     20.07      6.05          

   221084 1217 1223 1 1 1  18
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    692.40    221.20      0.00      0.00      0.00          
    2    681.30    221.90    273.62      0.00     11.12          
    3    674.90    225.00    295.85     22.23      7.11          
    4    667.70    233.30    319.06     23.21     10.99          
    5    660.70    233.90    274.91    -44.16      7.03     A?   
    6    659.50    222.80    186.17    -88.74     11.16          
    7    648.00    227.50    292.24    106.07     12.42          
    8    625.40    233.80    285.58     -6.65     23.46          
    9    601.50    230.20    261.42    -24.16     24.17          
   10    586.80    236.50    293.21     31.78     15.99          
   11    582.70    243.40    329.28     36.08      8.03          
   12    570.70    246.60    284.94    -44.34     12.42          
   13    564.90    237.30    211.95    -72.99     10.96          
   14    557.80    229.70    223.05     11.10     10.40          
   15    557.80    222.00    180.00    -43.05      7.70          
   16    551.70    206.80    201.86     21.86     16.38          
   17    532.10    195.20    239.37     37.51     22.78          
   18    521.60    193.60    261.33     21.95     10.62     B    

   241084 1253 1309 1 1 1  61
   No   X Co-ord  Y Co-ord  Bearing     Angle   Distance   Notes
    1    695.90    356.20      0.00      0.00      0.00          
    2    691.70    359.70    309.81      0.00      5.47          
    3    680.00    366.20    299.06    -10.75     13.38          
    4    675.10    370.80    313.20     14.14      6.72          
    5    666.40    378.30    310.77     -2.43     11.49          
    6    647.70    372.80    253.60    -57.17     19.49          
    7    631.50    365.20    244.86     -8.74     17.89          
    8    612.60    357.60    248.09      3.23     20.37          
    9    593.40    347.40    242.01     -6.07     21.74          
   10    577.30    338.80    241.88     -0.13     18.25          
   11    563.20    323.10    221.92    -19.96     21.10          
   12    558.20    297.80    191.18    -30.74     25.79          
   13    548.10    284.30    216.80     25.62     16.86          
   14    541.80    271.40    206.03    -10.77     14.36          
   15    536.60    247.00    192.03    -14.00     24.95          
   16    530.40    228.20    198.25      6.22     19.80     A    
